Loan Amount,Payment Coupon,Status 1/1/2023,Status 12/31/2023,Current Borrower Credit Score,Borrower Total Annual Debt-to-Income (Estimated),Default (90+ Days Past Due),Recovery (% of Exposure at Default),Time to Recovery (Months),PV recovery %,Actual loss,,
"$188,764 ",5.17%,current,current,664,0.2,FALSE,,,#VALUE!,0,,
"$130,264 ",2.89%,current,current,618,0.312,FALSE,,,#VALUE!,0,,
"$75,139 ",4.28%,current,current,784,0.584,FALSE,,,#VALUE!,0,,
"$98,845 ",2.42%,current,current,603,0.2,FALSE,,,#VALUE!,0,,
"$27,514 ",4.26%,current,current,737,0.696,FALSE,,,#VALUE!,0,,
"$145,934 ",6.70%,current,current,737,0.2,FALSE,,,#VALUE!,0,,
"$111,719 ",6.24%,current,current,706,0.696,FALSE,,,#VALUE!,0,,
"$5,644 ",5.88%,delinquent in payments,defaulted,504.8,0.74,TRUE,16%,4,0.154068543,4740.96,,
"$87,323 ",4.16%,current,current,735,0.64,FALSE,,,#VALUE!,0,,
"$34,827 ",3.42%,current,current,669,0.792,FALSE,,,#VALUE!,0,,
"$58,358 ",4.65%,current,current,661,0.2,FALSE,,,#VALUE!,0,,
"$89,042 ",4.09%,current,current,775,0.472,FALSE,,,#VALUE!,0,,
"$146,484 ",6.30%,current,paid off,641,1.05,FALSE,,,#VALUE!,0,,
"$15,655 ",4.41%,current,current,772,0.704,FALSE,,,#VALUE!,0,,
"$153,170 ",3.48%,current,current,730,0.2,FALSE,,,#VALUE!,0,,
"$102,588 ",2.05%,current,current,668,0.648,FALSE,,,#VALUE!,0,,
"$96,095 ",6.96%,current,current,687,0.2,FALSE,,,#VALUE!,0,,
"$56,196 ",3.19%,current,current,625,0.2,FALSE,,,#VALUE!,0,,
"$136,256 ",3.94%,current,current,602,0.472,FALSE,,,#VALUE!,0,,
"$150,364 ",3.50%,current,current,782,0.344,FALSE,,,#VALUE!,0,,
"$152,075 ",6.09%,current,current,766,0.552,FALSE,,,#VALUE!,0,,
"$43,059 ",6.21%,current,current,763,0.408,FALSE,,,#VALUE!,0,,
"$71,895 ",3.16%,current,current,757,0.24,FALSE,,,#VALUE!,0,,
"$8,830 ",4.89%,current,current,704,0.2,FALSE,,,#VALUE!,0,,
"$154,353 ",4.10%,current,current,793,0.504,FALSE,,,#VALUE!,0,,
"$29,093 ",4.68%,current,current,769,0.656,FALSE,,,#VALUE!,0,,
"$45,258 ",5.47%,current,current,670,0.2,FALSE,,,#VALUE!,0,,
"$168,773 ",2.31%,current,current,773,0.392,FALSE,,,#VALUE!,0,,
"$30,366 ",6.86%,current,current,764,0.2,FALSE,,,#VALUE!,0,,
"$137,017 ",5.88%,current,current,684,0.2,FALSE,,,#VALUE!,0,,
"$136,491 ",6.48%,current,current,751,0.392,FALSE,,,#VALUE!,0,,
"$106,706 ",3.10%,current,current,698,0.584,FALSE,,,#VALUE!,0,,
"$99,093 ",2.27%,current,current,711,0.248,FALSE,,,#VALUE!,0,,
"$12,758 ",4.38%,current,current,764,0.472,FALSE,,,#VALUE!,0,,
"$175,806 ",3.97%,current,current,741,0.2,FALSE,,,#VALUE!,0,,
"$170,583 ",4.98%,current,current,662,0.568,FALSE,,,#VALUE!,0,,
"$87,028 ",5.44%,current,current,748,0.536,FALSE,,,#VALUE!,0,,
"$111,349 ",2.50%,current,current,697,0.52,FALSE,,,#VALUE!,0,,
"$13,758 ",5.28%,current,current,722,0.304,FALSE,,,#VALUE!,0,,
"$50,757 ",4.68%,current,current,789,0.304,FALSE,,,#VALUE!,0,,
"$131,388 ",4.35%,current,current,691,0.488,FALSE,,,#VALUE!,0,,
"$84,758 ",3.88%,current,current,771,0.2,FALSE,,,#VALUE!,0,,
"$75,227 ",5.80%,current,current,639,0.624,FALSE,,,#VALUE!,0,,
"$12,513 ",6.50%,current,current,712,0.256,FALSE,,,#VALUE!,0,,
"$81,510 ",4.22%,current,current,765,0.36,FALSE,,,#VALUE!,0,,
"$40,926 ",4.33%,current,current,726,0.528,FALSE,,,#VALUE!,0,,
"$197,685 ",6.97%,current,current,759,0.376,FALSE,,,#VALUE!,0,,
"$82,775 ",4.21%,current,current,661,0.608,FALSE,,,#VALUE!,0,,
"$100,920 ",2.69%,current,current,699,0.2,FALSE,,,#VALUE!,0,,
"$99,050 ",5.23%,current,current,699,0.56,FALSE,,,#VALUE!,0,,
"$147,824 ",6.43%,current,current,768,0.64,FALSE,,,#VALUE!,0,,
"$17,221 ",6.95%,current,current,642,0.472,FALSE,,,#VALUE!,0,,
"$181,826 ",5.54%,current,current,627,0.712,FALSE,,,#VALUE!,0,,
"$43,081 ",6.06%,current,current,663,0.224,FALSE,,,#VALUE!,0,,
"$178,906 ",6.53%,current,current,721,0.448,FALSE,,,#VALUE!,0,,
"$45,635 ",4.23%,current,current,729,0.536,FALSE,,,#VALUE!,0,,
"$135,307 ",4.94%,current,current,637,0.2,FALSE,,,#VALUE!,0,,
"$84,665 ",2.56%,current,current,621,0.336,FALSE,,,#VALUE!,0,,
"$172,093 ",6.69%,current,current,724,0.2,FALSE,,,#VALUE!,0,,
"$63,115 ",4.16%,current,current,800,0.736,FALSE,,,#VALUE!,0,,
"$64,037 ",4.55%,current,current,651,0.368,FALSE,,,#VALUE!,0,,
"$93,171 ",5.44%,current,current,710,0.2,FALSE,,,#VALUE!,0,,
"$79,958 ",6.05%,current,current,609,0.568,FALSE,,,#VALUE!,0,,
"$167,989 ",3.63%,current,current,678,0.744,FALSE,,,#VALUE!,0,,
"$175,922 ",4.48%,current,current,688,0.256,FALSE,,,#VALUE!,0,,
"$149,640 ",2.35%,current,current,800,0.384,FALSE,,,#VALUE!,0,,
"$157,630 ",2.97%,current,current,755,0.472,FALSE,,,#VALUE!,0,,
"$122,452 ",6.84%,current,current,760,0.328,FALSE,,,#VALUE!,0,,
"$98,450 ",4.69%,current,current,689,0.328,FALSE,,,#VALUE!,0,,
"$57,303 ",5.56%,current,current,750,0.208,FALSE,,,#VALUE!,0,,
"$99,179 ",2.23%,current,current,724,0.2,FALSE,,,#VALUE!,0,,
"$47,522 ",2.03%,current,current,682,0.2,FALSE,,,#VALUE!,0,,
"$13,213 ",4.05%,current,current,610,0.512,FALSE,,,#VALUE!,0,,
"$19,823 ",6.04%,current,current,747,0.656,FALSE,,,#VALUE!,0,,
"$61,013 ",2.14%,current,paid off,634,0.2,FALSE,,,#VALUE!,0,,
"$184,559 ",3.22%,current,current,790,0.328,FALSE,,,#VALUE!,0,,
"$97,186 ",3.35%,current,current,791,0.272,FALSE,,,#VALUE!,0,,
"$148,156 ",6.94%,current,current,636,0.752,FALSE,,,#VALUE!,0,,
"$51,804 ",3.50%,current,current,644,0.552,FALSE,,,#VALUE!,0,,
"$101,199 ",2.19%,current,current,653,0.744,FALSE,,,#VALUE!,0,,
"$99,691 ",5.90%,current,current,670,0.2,FALSE,,,#VALUE!,0,,
"$10,020 ",4.04%,current,current,759,0.24,FALSE,,,#VALUE!,0,,
"$94,280 ",5.96%,current,current,772,0.72,FALSE,,,#VALUE!,0,,
"$154,994 ",2.47%,current,current,691,0.56,FALSE,,,#VALUE!,0,,
"$176,944 ",4.94%,current,current,716,0.552,FALSE,,,#VALUE!,0,,
"$165,152 ",5.01%,current,current,778,0.688,FALSE,,,#VALUE!,0,,
"$194,009 ",2.49%,current,current,661,0.2,FALSE,,,#VALUE!,0,,
"$166,511 ",3.07%,current,current,686,0.68,FALSE,,,#VALUE!,0,,
"$122,478 ",5.34%,current,current,670,0.776,FALSE,,,#VALUE!,0,,
"$175,719 ",6.76%,current,current,674,0.728,FALSE,,,#VALUE!,0,,
"$178,919 ",6.94%,current,current,700,0.2,FALSE,,,#VALUE!,0,,
"$156,611 ",5.86%,current,current,613,0.56,FALSE,,,#VALUE!,0,,
"$44,951 ",2.77%,current,current,771,0.552,FALSE,,,#VALUE!,0,,
"$149,364 ",4.57%,current,current,778,0.704,FALSE,,,#VALUE!,0,,
"$136,726 ",2.65%,current,current,704,0.2,FALSE,,,#VALUE!,0,,
"$83,448 ",5.34%,current,current,671,0.728,FALSE,,,#VALUE!,0,,
"$185,105 ",4.77%,current,current,743,0.392,FALSE,,,#VALUE!,0,,
"$113,318 ",4.84%,current,current,737,0.592,FALSE,,,#VALUE!,0,,
"$36,491 ",4.35%,current,current,606,0.2,FALSE,,,#VALUE!,0,,
"$127,585 ",3.36%,current,current,715,0.2,FALSE,,,#VALUE!,0,,
"$102,554 ",2.21%,current,current,613,0.712,FALSE,,,#VALUE!,0,,
"$30,825 ",5.25%,current,current,645,0.8,FALSE,,,#VALUE!,0,,
"$10,588 ",4.53%,current,current,725,0.496,FALSE,,,#VALUE!,0,,
"$173,128 ",2.05%,current,current,652,0.592,FALSE,,,#VALUE!,0,,
"$27,093 ",6.03%,current,current,626,0.256,FALSE,,,#VALUE!,0,,
"$76,888 ",4.60%,current,current,637,0.656,FALSE,,,#VALUE!,0,,
"$99,447 ",2.06%,current,current,782,0.448,FALSE,,,#VALUE!,0,,
"$158,656 ",3.39%,current,current,781,0.2,FALSE,,,#VALUE!,0,,
"$103,039 ",2.83%,current,current,741,0.2,FALSE,,,#VALUE!,0,,
"$32,399 ",6.97%,current,current,653,0.624,FALSE,,,#VALUE!,0,,
"$110,744 ",5.93%,current,current,695,0.488,FALSE,,,#VALUE!,0,,
"$7,157 ",5.65%,current,current,622,0.544,FALSE,,,#VALUE!,0,,
"$25,211 ",2.39%,current,current,714,0.768,FALSE,,,#VALUE!,0,,
"$34,294 ",4.91%,current,current,758,0.2,FALSE,,,#VALUE!,0,,
"$101,094 ",5.00%,current,current,622,0.664,FALSE,,,#VALUE!,0,,
"$164,943 ",6.84%,current,current,662,0.2,FALSE,,,#VALUE!,0,,
"$102,287 ",6.72%,current,current,659,0.768,FALSE,,,#VALUE!,0,,
"$190,454 ",6.36%,current,current,766,0.2,FALSE,,,#VALUE!,0,,
"$63,054 ",4.51%,current,current,702,0.544,FALSE,,,#VALUE!,0,,
"$53,926 ",4.51%,current,current,633,0.44,FALSE,,,#VALUE!,0,,
"$138,278 ",3.37%,current,current,622,0.2,FALSE,,,#VALUE!,0,,
"$57,391 ",3.72%,current,current,649,0.696,FALSE,,,#VALUE!,0,,
"$117,794 ",6.41%,current,current,626,0.496,FALSE,,,#VALUE!,0,,
"$188,191 ",5.14%,current,current,748,0.8,FALSE,,,#VALUE!,0,,
"$191,606 ",5.24%,current,current,707,0.2,FALSE,,,#VALUE!,0,,
"$144,087 ",3.52%,current,current,666,0.376,FALSE,,,#VALUE!,0,,
"$159,578 ",6.50%,current,current,649,0.2,FALSE,,,#VALUE!,0,,
"$183,388 ",3.11%,current,current,625,0.2,FALSE,,,#VALUE!,0,,
"$76,373 ",2.03%,current,current,666,0.472,FALSE,,,#VALUE!,0,,
"$178,460 ",6.67%,current,current,731,0.664,FALSE,,,#VALUE!,0,,
"$166,316 ",2.33%,current,current,676,0.232,FALSE,,,#VALUE!,0,,
"$158,706 ",2.58%,current,current,676,0.432,FALSE,,,#VALUE!,0,,
"$183,149 ",6.55%,current,paid off,678,0.86,FALSE,,,#VALUE!,0,,
"$11,275 ",2.69%,current,current,781,0.2,FALSE,,,#VALUE!,0,,
"$139,707 ",2.64%,current,current,622,0.672,FALSE,,,#VALUE!,0,,
"$139,159 ",6.13%,current,current,737,0.584,FALSE,,,#VALUE!,0,,
"$30,068 ",4.23%,current,current,681,0.2,FALSE,,,#VALUE!,0,,
"$167,321 ",4.43%,current,current,784,0.56,FALSE,,,#VALUE!,0,,
"$73,042 ",6.43%,current,current,794,0.408,FALSE,,,#VALUE!,0,,
"$133,003 ",2.26%,current,current,729,0.2,FALSE,,,#VALUE!,0,,
"$198,793 ",5.62%,current,current,712,0.2,FALSE,,,#VALUE!,0,,
"$130,669 ",3.25%,current,current,666,0.488,FALSE,,,#VALUE!,0,,
"$5,203 ",5.82%,current,current,704,0.688,FALSE,,,#VALUE!,0,,
"$116,800 ",6.20%,current,current,797,0.776,FALSE,,,#VALUE!,0,,
"$136,195 ",2.37%,current,current,673,0.608,FALSE,,,#VALUE!,0,,
"$178,749 ",3.01%,current,current,729,0.312,FALSE,,,#VALUE!,0,,
"$147,342 ",6.00%,current,current,657,0.2,FALSE,,,#VALUE!,0,,
"$63,368 ",6.37%,current,current,600,0.256,FALSE,,,#VALUE!,0,,
"$191,616 ",2.61%,current,current,603,0.4,FALSE,,,#VALUE!,0,,
"$17,550 ",4.66%,current,current,745,0.2,FALSE,,,#VALUE!,0,,
"$83,086 ",3.07%,current,current,796,0.328,FALSE,,,#VALUE!,0,,
"$120,455 ",6.84%,current,current,742,0.288,FALSE,,,#VALUE!,0,,
"$72,792 ",4.71%,current,current,604,0.504,FALSE,,,#VALUE!,0,,
"$191,742 ",6.54%,current,current,696,0.624,FALSE,,,#VALUE!,0,,
"$88,879 ",3.52%,current,current,700,0.32,FALSE,,,#VALUE!,0,,
"$127,306 ",5.38%,current,current,789,0.792,FALSE,,,#VALUE!,0,,
"$124,866 ",3.71%,current,current,785,0.512,FALSE,,,#VALUE!,0,,
"$136,132 ",6.27%,current,current,664,0.688,FALSE,,,#VALUE!,0,,
"$138,581 ",2.48%,current,paid off,657,0.44,FALSE,,,#VALUE!,0,,
"$69,574 ",4.07%,current,current,657,0.2,FALSE,,,#VALUE!,0,,
"$148,715 ",2.86%,current,current,740,0.56,FALSE,,,#VALUE!,0,,
"$192,295 ",3.26%,current,current,732,0.688,FALSE,,,#VALUE!,0,,
"$109,387 ",5.77%,current,current,700,0.2,FALSE,,,#VALUE!,0,,
"$156,288 ",5.54%,current,current,617,0.2,FALSE,,,#VALUE!,0,,
"$145,524 ",3.39%,current,current,690,0.576,FALSE,,,#VALUE!,0,,
"$52,358 ",6.41%,current,current,661,0.208,FALSE,,,#VALUE!,0,,
"$27,102 ",6.48%,current,current,765,0.288,FALSE,,,#VALUE!,0,,
"$103,175 ",2.33%,current,current,767,0.256,FALSE,,,#VALUE!,0,,
"$24,699 ",6.90%,current,current,767,0.2,FALSE,,,#VALUE!,0,,
"$188,321 ",6.40%,current,current,634,0.608,FALSE,,,#VALUE!,0,,
"$177,735 ",2.21%,current,current,672,0.624,FALSE,,,#VALUE!,0,,
"$54,627 ",2.14%,current,current,627,0.688,FALSE,,,#VALUE!,0,,
"$161,911 ",5.50%,current,current,650,0.624,FALSE,,,#VALUE!,0,,
"$31,310 ",6.81%,current,current,724,0.304,FALSE,,,#VALUE!,0,,
"$100,576 ",3.83%,current,current,799,0.752,FALSE,,,#VALUE!,0,,
"$63,321 ",2.59%,current,current,759,0.2,FALSE,,,#VALUE!,0,,
"$167,972 ",5.03%,current,current,794,0.352,FALSE,,,#VALUE!,0,,
"$111,660 ",4.52%,current,current,736,0.272,FALSE,,,#VALUE!,0,,
"$49,558 ",3.44%,current,current,770,0.424,FALSE,,,#VALUE!,0,,
"$163,634 ",6.57%,current,current,769,0.744,FALSE,,,#VALUE!,0,,
"$36,234 ",6.14%,current,current,782,0.616,FALSE,,,#VALUE!,0,,
"$64,283 ",2.48%,current,current,695,0.336,FALSE,,,#VALUE!,0,,
"$150,876 ",2.25%,current,current,780,0.632,FALSE,,,#VALUE!,0,,
"$148,660 ",4.02%,current,current,692,0.664,FALSE,,,#VALUE!,0,,
"$93,341 ",4.51%,current,current,731,0.2,FALSE,,,#VALUE!,0,,
"$37,496 ",6.59%,current,current,690,0.2,FALSE,,,#VALUE!,0,,
"$113,097 ",3.28%,current,current,716,0.52,FALSE,,,#VALUE!,0,,
"$178,910 ",3.94%,current,current,794,0.384,FALSE,,,#VALUE!,0,,
"$104,157 ",6.18%,current,current,677,0.2,FALSE,,,#VALUE!,0,,
"$62,276 ",3.85%,current,current,685,0.512,FALSE,,,#VALUE!,0,,
"$91,229 ",3.26%,current,current,742,0.392,FALSE,,,#VALUE!,0,,
"$139,815 ",6.02%,current,current,692,0.656,FALSE,,,#VALUE!,0,,
"$192,666 ",5.40%,current,current,696,0.208,FALSE,,,#VALUE!,0,,
"$187,010 ",4.85%,current,current,749,0.256,FALSE,,,#VALUE!,0,,
"$168,467 ",2.27%,current,current,753,0.264,FALSE,,,#VALUE!,0,,
"$131,338 ",2.37%,current,current,742,0.536,FALSE,,,#VALUE!,0,,
"$48,725 ",5.43%,current,current,714,0.552,FALSE,,,#VALUE!,0,,
"$50,678 ",3.08%,current,current,789,0.552,FALSE,,,#VALUE!,0,,
"$108,144 ",5.08%,current,current,756,0.712,FALSE,,,#VALUE!,0,,
"$42,698 ",6.18%,current,current,648,0.2,FALSE,,,#VALUE!,0,,
"$61,524 ",4.00%,current,current,657,0.288,FALSE,,,#VALUE!,0,,
"$150,373 ",4.71%,current,current,619,0.464,FALSE,,,#VALUE!,0,,
"$178,344 ",4.73%,current,current,639,0.2,FALSE,,,#VALUE!,0,,
"$18,850 ",4.82%,current,current,603,0.2,FALSE,,,#VALUE!,0,,
"$65,631 ",6.78%,current,current,723,0.648,FALSE,,,#VALUE!,0,,
"$166,817 ",6.75%,current,current,699,0.504,FALSE,,,#VALUE!,0,,
"$36,061 ",6.47%,current,current,665,0.2,FALSE,,,#VALUE!,0,,
"$153,737 ",5.39%,current,current,604,0.2,FALSE,,,#VALUE!,0,,
"$98,249 ",4.35%,current,current,697,0.616,FALSE,,,#VALUE!,0,,
"$52,051 ",3.34%,current,current,775,0.2,FALSE,,,#VALUE!,0,,
"$167,912 ",6.13%,current,current,640,0.56,FALSE,,,#VALUE!,0,,
"$19,713 ",3.96%,current,paid off,774,0.98,FALSE,,,#VALUE!,0,,
"$189,660 ",2.78%,current,current,646,0.392,FALSE,,,#VALUE!,0,,
"$122,490 ",5.61%,current,current,750,0.408,FALSE,,,#VALUE!,0,,
"$169,890 ",6.23%,current,current,650,0.272,FALSE,,,#VALUE!,0,,
"$7,130 ",6.52%,current,current,793,0.624,FALSE,,,#VALUE!,0,,
"$49,594 ",6.38%,current,current,793,0.312,FALSE,,,#VALUE!,0,,
"$85,622 ",6.06%,current,current,799,0.312,FALSE,,,#VALUE!,0,,
"$60,106 ",5.03%,current,current,645,0.2,FALSE,,,#VALUE!,0,,
"$111,299 ",5.46%,current,current,693,0.296,FALSE,,,#VALUE!,0,,
"$77,453 ",5.55%,current,current,751,0.24,FALSE,,,#VALUE!,0,,
"$22,431 ",2.52%,current,current,740,0.728,FALSE,,,#VALUE!,0,,
"$119,408 ",6.46%,current,current,750,0.76,FALSE,,,#VALUE!,0,,
"$75,560 ",2.50%,current,current,668,0.296,FALSE,,,#VALUE!,0,,
"$85,554 ",3.84%,current,current,607,0.768,FALSE,,,#VALUE!,0,,
"$179,207 ",6.31%,current,current,734,0.2,FALSE,,,#VALUE!,0,,
"$24,477 ",5.29%,current,defaulted,528,0.91,TRUE,22%,6,0.20788046,19092.06,,
"$90,958 ",3.14%,current,defaulted,603.2,0.69,TRUE,10%,4,0.096292839,81862.2,,
"$26,500 ",5.04%,current,current,769,0.2,FALSE,,,#VALUE!,0,,
"$92,144 ",4.80%,current,current,654,0.776,FALSE,,,#VALUE!,0,,
"$81,848 ",5.37%,current,paid off,739,1.08,FALSE,,,#VALUE!,0,,
"$37,304 ",6.43%,current,current,723,0.2,FALSE,,,#VALUE!,0,,
"$138,144 ",5.89%,current,current,724,0.776,FALSE,,,#VALUE!,0,,
"$128,415 ",4.69%,current,current,763,0.368,FALSE,,,#VALUE!,0,,
"$115,040 ",5.07%,current,current,627,0.32,FALSE,,,#VALUE!,0,,
"$97,398 ",5.14%,current,current,798,0.2,FALSE,,,#VALUE!,0,,
"$65,279 ",4.91%,current,current,727,0.32,FALSE,,,#VALUE!,0,,
"$156,563 ",3.03%,current,current,735,0.512,FALSE,,,#VALUE!,0,,
"$62,627 ",2.47%,current,current,708,0.688,FALSE,,,#VALUE!,0,,
"$44,416 ",4.48%,current,current,764,0.664,FALSE,,,#VALUE!,0,,
"$37,416 ",2.49%,current,current,693,0.2,FALSE,,,#VALUE!,0,,
"$56,674 ",4.02%,current,current,639,0.28,FALSE,,,#VALUE!,0,,
"$56,657 ",2.31%,current,current,774,0.344,FALSE,,,#VALUE!,0,,
"$79,749 ",6.56%,current,current,716,0.76,FALSE,,,#VALUE!,0,,
"$121,859 ",2.88%,current,current,701,0.2,FALSE,,,#VALUE!,0,,
"$48,201 ",5.22%,current,paid off,714,0.21,FALSE,,,#VALUE!,0,,
"$104,910 ",5.85%,current,current,656,0.704,FALSE,,,#VALUE!,0,,
"$173,898 ",2.27%,current,paid off,631,0.72,FALSE,,,#VALUE!,0,,
"$105,816 ",5.03%,current,current,741,0.376,FALSE,,,#VALUE!,0,,
"$39,446 ",2.52%,current,current,782,0.2,FALSE,,,#VALUE!,0,,
"$81,805 ",5.45%,current,current,601,0.712,FALSE,,,#VALUE!,0,,
"$180,322 ",4.82%,current,current,670,0.256,FALSE,,,#VALUE!,0,,
"$63,816 ",3.82%,current,current,761,0.416,FALSE,,,#VALUE!,0,,
"$103,597 ",3.79%,current,current,719,0.304,FALSE,,,#VALUE!,0,,
"$9,974 ",6.48%,current,current,640,0.296,FALSE,,,#VALUE!,0,,
"$153,251 ",2.21%,current,current,753,0.384,FALSE,,,#VALUE!,0,,
"$6,801 ",6.22%,current,defaulted,560,0.92,TRUE,4%,3,0.038882617,6528.96,,
"$12,959 ",5.81%,current,current,644,0.2,FALSE,,,#VALUE!,0,,
"$25,873 ",2.49%,current,current,731,0.528,FALSE,,,#VALUE!,0,,
"$128,119 ",5.53%,current,current,695,0.696,FALSE,,,#VALUE!,0,,
"$47,943 ",4.56%,current,current,649,0.36,FALSE,,,#VALUE!,0,,
"$199,144 ",4.51%,current,current,783,0.576,FALSE,,,#VALUE!,0,,
"$173,928 ",4.68%,current,current,743,0.32,FALSE,,,#VALUE!,0,,
"$199,646 ",2.61%,current,current,679,0.2,FALSE,,,#VALUE!,0,,
"$72,043 ",5.85%,current,current,749,0.744,FALSE,,,#VALUE!,0,,
"$104,987 ",2.98%,current,current,724,0.52,FALSE,,,#VALUE!,0,,
"$69,050 ",6.00%,current,current,751,0.304,FALSE,,,#VALUE!,0,,
"$12,595 ",6.13%,current,current,641,0.504,FALSE,,,#VALUE!,0,,
"$142,608 ",3.08%,current,current,795,0.656,FALSE,,,#VALUE!,0,,
"$46,837 ",5.53%,current,current,650,0.2,FALSE,,,#VALUE!,0,,
"$140,976 ",5.66%,current,current,642,0.344,FALSE,,,#VALUE!,0,,
"$194,927 ",5.24%,current,current,639,0.2,FALSE,,,#VALUE!,0,,
"$49,389 ",4.58%,current,current,654,0.496,FALSE,,,#VALUE!,0,,
"$17,555 ",4.41%,current,current,683,0.24,FALSE,,,#VALUE!,0,,
"$49,386 ",4.68%,current,current,755,0.224,FALSE,,,#VALUE!,0,,
"$66,854 ",5.46%,current,current,626,0.512,FALSE,,,#VALUE!,0,,
"$182,397 ",2.31%,current,current,679,0.4,FALSE,,,#VALUE!,0,,
"$116,549 ",6.08%,current,current,608,0.2,FALSE,,,#VALUE!,0,,
"$128,954 ",3.39%,current,current,682,0.2,FALSE,,,#VALUE!,0,,
"$113,811 ",5.38%,current,current,622,0.776,FALSE,,,#VALUE!,0,,
"$51,212 ",6.41%,current,current,744,0.352,FALSE,,,#VALUE!,0,,
"$30,760 ",6.81%,current,current,644,0.68,FALSE,,,#VALUE!,0,,
"$125,899 ",5.19%,current,current,642,0.336,FALSE,,,#VALUE!,0,,
"$42,278 ",4.29%,current,current,672,0.48,FALSE,,,#VALUE!,0,,
"$187,686 ",5.74%,current,current,667,0.2,FALSE,,,#VALUE!,0,,
"$24,677 ",3.36%,current,current,783,0.2,FALSE,,,#VALUE!,0,,
"$136,962 ",6.91%,current,paid off,654,0.3,FALSE,,,#VALUE!,0,,
"$48,222 ",6.46%,current,current,690,0.2,FALSE,,,#VALUE!,0,,
"$66,820 ",6.29%,current,current,602,0.608,FALSE,,,#VALUE!,0,,
"$149,331 ",5.37%,current,current,704,0.672,FALSE,,,#VALUE!,0,,
"$50,505 ",2.99%,current,current,743,0.664,FALSE,,,#VALUE!,0,,
"$95,736 ",2.90%,current,current,657,0.2,FALSE,,,#VALUE!,0,,
"$172,894 ",3.01%,current,current,782,0.224,FALSE,,,#VALUE!,0,,
"$103,571 ",4.26%,current,current,613,0.2,FALSE,,,#VALUE!,0,,
"$65,372 ",5.06%,current,current,776,0.64,FALSE,,,#VALUE!,0,,
"$145,882 ",4.94%,current,current,672,0.44,FALSE,,,#VALUE!,0,,
"$112,726 ",6.61%,current,current,648,0.56,FALSE,,,#VALUE!,0,,
"$31,930 ",6.05%,current,current,654,0.2,FALSE,,,#VALUE!,0,,
"$123,870 ",4.30%,current,current,765,0.488,FALSE,,,#VALUE!,0,,
"$27,174 ",3.11%,current,current,639,0.44,FALSE,,,#VALUE!,0,,
"$29,001 ",4.01%,current,paid off,766,1.03,FALSE,,,#VALUE!,0,,
"$124,842 ",6.09%,current,current,655,0.2,FALSE,,,#VALUE!,0,,
"$139,264 ",5.36%,current,current,661,0.656,FALSE,,,#VALUE!,0,,
"$99,627 ",4.63%,current,current,717,0.224,FALSE,,,#VALUE!,0,,
"$98,145 ",3.12%,current,current,667,0.568,FALSE,,,#VALUE!,0,,
"$130,598 ",3.28%,current,current,723,0.672,FALSE,,,#VALUE!,0,,
"$6,616 ",4.19%,current,current,643,0.336,FALSE,,,#VALUE!,0,,
"$62,447 ",6.24%,current,current,778,0.48,FALSE,,,#VALUE!,0,,
"$97,753 ",6.92%,current,current,715,0.208,FALSE,,,#VALUE!,0,,
"$86,557 ",2.33%,current,current,678,0.568,FALSE,,,#VALUE!,0,,
"$115,000 ",2.35%,current,current,739,0.224,FALSE,,,#VALUE!,0,,
"$191,849 ",5.37%,current,current,779,0.472,FALSE,,,#VALUE!,0,,
"$17,825 ",4.73%,current,current,779,0.256,FALSE,,,#VALUE!,0,,
"$173,567 ",5.52%,current,current,731,0.2,FALSE,,,#VALUE!,0,,
"$46,759 ",3.24%,current,current,642,0.2,FALSE,,,#VALUE!,0,,
"$175,342 ",3.88%,current,current,660,0.768,FALSE,,,#VALUE!,0,,
"$160,615 ",6.70%,current,current,695,0.2,FALSE,,,#VALUE!,0,,
"$11,199 ",4.42%,current,current,775,0.36,FALSE,,,#VALUE!,0,,
"$190,062 ",3.57%,current,defaulted,572.8,1.07,TRUE,20%,4,0.192585679,152049.6,,
"$140,330 ",4.73%,current,current,702,0.464,FALSE,,,#VALUE!,0,,
"$56,512 ",3.88%,current,current,791,0.2,FALSE,,,#VALUE!,0,,
"$111,575 ",5.60%,current,current,755,0.2,FALSE,,,#VALUE!,0,,
"$16,011 ",6.12%,current,current,704,0.784,FALSE,,,#VALUE!,0,,
"$121,413 ",3.06%,current,current,654,0.2,FALSE,,,#VALUE!,0,,
"$139,371 ",5.84%,current,current,714,0.28,FALSE,,,#VALUE!,0,,
"$107,084 ",4.29%,current,current,678,0.6,FALSE,,,#VALUE!,0,,
"$51,947 ",6.73%,current,current,642,0.568,FALSE,,,#VALUE!,0,,
"$78,002 ",2.28%,current,current,740,0.504,FALSE,,,#VALUE!,0,,
"$111,608 ",2.16%,current,current,793,0.2,FALSE,,,#VALUE!,0,,
"$66,116 ",2.40%,current,current,737,0.376,FALSE,,,#VALUE!,0,,
"$160,728 ",6.31%,current,current,713,0.664,FALSE,,,#VALUE!,0,,
"$137,143 ",4.94%,current,current,623,0.2,FALSE,,,#VALUE!,0,,
"$75,311 ",5.60%,current,current,739,0.64,FALSE,,,#VALUE!,0,,
"$130,346 ",4.07%,current,current,778,0.336,FALSE,,,#VALUE!,0,,
"$188,312 ",5.64%,current,current,615,0.392,FALSE,,,#VALUE!,0,,
